transaction_date,customer_id,region,product_category,units_sold,unit_price,revenue,high_value
2023-07-29,2152,Unknown,Clothing,10.0,100,1010.8064973895742,1
2023-05-06,1740,Unknown,Home,16.0,40,646.6109685685141,0
2023-09-27,2399,South,Clothing,18.0,150,2232.3543537781675,1
2023-04-02,1939,Unknown,Sports,4.0,60,230.8638511129398,0
2023-12-02,1633,North,Home,15.0,150,2232.3543537781675,1
2023-10-23,2680,East,Home,11.0,150,1695.2069497570287,1
2023-04-26,2760,East,Sports,12.0,100,1189.4450879542471,1
2024-04-22,2166,East,Electronics,3.0,40,154.122124893635,0
2023-04-24,2903,North,Clothing,10.0,60,331.9457497844795,0
2024-06-30,1076,Unknown,Sports,10.0,60,613.7379279701981,0
2024-05-30,2643,West,Clothing,15.0,60,897.9341189899255,1
2023-06-12,2261,West,Electronics,15.0,60,919.0485969140028,1
2023-02-16,1151,South,Clothing,2.0,20,27.5840794034714,0
2024-05-27,1963,North,Clothing,12.0,20,281.44594002797044,0
2024-08-16,2792,North,Electronics,11.0,100,1072.827395493486,1
2023-09-03,1326,North,Clothing,15.0,40,618.0448093500785,0
2023-01-26,1929,West,Sports,13.0,20,315.9599262725524,0
2024-11-06,1691,North,Clothing,3.0,60,174.3397807240686,0
2024-08-01,2884,Unknown,Electronics,5.0,60,295.15289329891533,0
2023-09-15,1845,East,Clothing,10.0,20,243.01363736434035,0
2024-04-21,2026,East,Clothing,19.0,20,407.46120258706287,0
2024-05-29,1393,North,Beauty,17.0,40,671.5179892654545,0
2023-02-12,2970,West,Clothing,4.0,100,406.7679797405428,0
2024-06-05,1471,East,Sports,18.0,20,351.81075390821724,0
2023-05-04,2029,East,Electronics,14.0,40,574.3570728557158,0
2024-04-22,2259,Unknown,Clothing,13.0,150,1961.0212187635257,1
2024-09-13,1242,North,Electronics,13.0,40,560.6920358036473,0
2024-04-06,1637,Unknown,Clothing,9.0,100,884.733497658937,1
2023-01-01,1376,South,Electronics,8.0,60,489.670258553307,0
2024-07-28,1156,North,Electronics,9.0,20,208.55973064672324,0
2024-10-24,1824,West,Clothing,13.0,20,243.1517493409349,0
2024-09-01,2218,West,Beauty,15.0,40,624.1586616928595,0
2024-12-03,1961,South,Electronics,16.0,150,2232.3543537781675,1
2024-09-10,1361,East,Clothing,5.0,20,141.75891275841786,0
2023-01-21,2431,Unknown,Beauty,3.0,20,46.04270444260583,0
2024-02-26,2160,North,Electronics,12.0,60,739.9322099830306,1
2023-12-14,2659,Unknown,Clothing,6.0,40,235.2759036936976,0
2024-06-19,1084,East,Sports,11.0,150,1628.303913985946,1
2023-09-21,1336,East,Electronics,3.0,100,302.1203252278347,0
2023-12-26,1570,North,Electronics,1.0,20,21.124960957161143,0
2023-08-22,2964,East,Electronics,5.0,60,261.8991660157893,0
2023-10-17,2734,East,Beauty,12.0,60,705.9022187544736,1
2024-05-10,2485,Unknown,Clothing,8.0,40,306.9170809040384,0
2023-08-26,2781,East,Sports,12.0,100,1223.4609764276508,1
2024-01-18,1737,North,Sports,10.0,20,219.30715955147227,0
2024-11-05,1674,South,Sports,10.0,20,359.40330820137507,0
2023-06-07,1055,North,Beauty,12.0,150,1790.4650705349582,1
2023-05-29,1012,West,Electronics,14.0,40,539.7057519486277,0
2024-05-31,1993,West,Clothing,15.0,20,313.5354296979834,0
2024-03-13,1903,South,Home,9.0,100,874.4876752567245,1
2024-08-15,1809,West,Beauty,4.0,100,415.0761610043148,0
2023-09-19,2892,East,Beauty,7.0,150,1038.7471124884692,1
2023-12-22,1423,South,Clothing,9.0,60,557.0169182670195,0
2023-04-22,1083,North,Beauty,8.0,150,1200.1892573709215,1
2024-05-24,1249,Unknown,Sports,18.0,20,358.42608728839355,0
2024-08-09,2843,South,Home,6.0,20,111.18450723861773,0
2023-09-07,1487,South,Electronics,10.0,60,580.1072423671776,0
2024-06-07,1135,West,Home,18.0,20,366.8581856654091,0
2023-06-30,1907,North,Clothing,13.0,150,1996.608336226752,1
2024-05-01,1755,South,Clothing,10.0,40,354.7584244131193,0
2024-06-06,1773,North,Electronics,10.0,150,2232.3543537781675,1
2024-05-16,1901,East,Clothing,2.0,20,22.644046532209188,0
2024-03-29,1674,West,Sports,14.0,20,264.242486053727,0
2023-09-16,1096,South,Clothing,3.0,60,191.4245446424869,0
2023-08-16,2586,North,Electronics,11.0,150,1661.3844715849116,1
2023-04-28,1490,Unknown,Home,12.0,40,467.7321035423011,0
2023-03-26,1247,North,Home,6.0,60,352.65987970448333,0
2023-03-30,2907,Unknown,Electronics,18.0,60,1080.9051729521732,1
2023-08-24,2944,Unknown,Clothing,12.0,20,211.87363862895285,0
2024-11-21,2228,East,Home,16.0,20,348.26674825416546,0
2024-04-03,1382,Unknown,Sports,2.0,150,324.485050145465,0
2023-03-09,2919,North,Beauty,4.0,20,102.03285162792751,0
2024-10-27,2197,North,Home,11.0,150,1706.1528041036197,1
2024-03-01,1815,South,Electronics,8.0,20,146.9440997682568,0
2024-11-08,1588,Unknown,Beauty,17.0,40,664.6689894026584,0
2024-02-05,2317,North,Clothing,1.0,20,20.0,0
2023-09-22,2339,East,Electronics,8.0,100,838.7464314521712,1
2023-03-09,2319,Unknown,Sports,5.0,150,776.0177544834011,1
2024-09-20,1371,South,Clothing,19.0,60,1142.7560279478314,1
2024-09-15,1656,Unknown,Electronics,13.0,100,1286.508832334835,1
2023-09-16,1048,Unknown,Beauty,10.0,40,392.6490240384179,0
2023-09-13,1116,North,Beauty,3.0,100,321.615860062626,0
2024-01-24,1589,North,Beauty,3.0,20,54.80013508870104,0
2023-07-23,1551,East,Sports,19.0,20,379.8280928307432,0
2024-08-05,2744,South,Clothing,5.0,60,293.7452311969047,0
2024-09-07,2903,Unknown,Home,16.0,100,1550.7202807925569,1
2023-08-25,2080,North,Electronics,15.0,150,2232.3543537781675,1
2024-07-20,2827,North,Home,8.0,150,1239.2697761436214,1
2024-10-30,1898,West,Home,3.0,60,174.10981261646555,0
2023-02-21,1452,North,Electronics,9.0,20,189.34472341087127,0
2024-07-17,1820,West,Electronics,13.0,150,2011.599569862872,1
2024-02-19,2873,North,Clothing,12.0,60,692.9085538170818,1
2023-03-14,2171,West,Beauty,8.0,100,737.8144191192455,1
2024-10-27,2305,North,Clothing,9.0,20,198.62964208651303,0
2023-12-18,2288,North,Electronics,1.0,150,139.88684738014044,0
2023-05-29,1746,North,Home,11.0,150,1650.0,0
2023-04-16,2972,Unknown,Beauty,5.0,20,107.17217001374064,0
2024-11-02,2214,East,Beauty,2.0,20,15.803788927335432,0
2023-09-02,2706,Unknown,Home,7.0,40,226.64294149880024,0
2023-08-02,1677,West,Clothing,10.0,100,1533.2055655429651,1
2023-12-30,1315,Unknown,Electronics,12.0,40,469.4217497307042,0
2024-08-28,2573,North,Beauty,11.0,40,426.6870745592848,0
2024-01-29,1201,West,Sports,17.0,40,626.3038218661803,0
2023-02-16,2508,North,Electronics,19.0,100,1916.7790036996096,1
2024-09-01,2582,Unknown,Beauty,14.0,150,2092.0370203328043,1
2024-01-13,1773,South,Clothing,12.0,60,761.2408217215527,1
2023-11-16,2060,West,Clothing,3.0,150,433.0466424503135,0
2023-05-08,2742,North,Electronics,6.0,20,130.99796178018772,0
2023-10-15,1778,North,Clothing,6.0,100,564.9017368926237,0
2024-09-18,2226,Unknown,Clothing,7.0,100,691.7236986752921,1
2024-10-15,2778,Unknown,Sports,4.0,60,232.40969579314452,0
2024-03-03,1264,East,Sports,2.0,20,44.8803895005468,0
2023-07-08,2961,West,Beauty,8.0,100,804.5954583880806,1
2023-01-12,2932,South,Beauty,13.0,40,517.4511392072345,0
2024-08-29,2508,West,Sports,10.0,60,980.765114550378,1
2024-10-08,1741,East,Home,1.0,40,30.073478343973346,0
2023-04-03,1960,South,Home,8.0,100,773.032143535963,1
2024-01-01,1879,North,Clothing,15.0,100,1462.9592650972004,1
2024-01-17,1416,North,Beauty,2.0,40,55.280714304106,0
2024-01-16,1877,Unknown,Clothing,11.0,20,210.37977771580228,0
2024-09-26,2759,Unknown,Clothing,8.0,20,134.1745168042817,0
2024-11-10,1420,South,Sports,8.0,100,800.0,0
2024-03-25,1636,North,Home,10.0,150,1397.2822359725683,1
2023-08-18,1062,West,Electronics,14.0,60,815.8406858727436,1
2024-02-11,1161,Unknown,Clothing,11.0,100,1107.0231248112489,1
2023-01-31,2786,North,Home,3.0,20,27.32078456378817,0
2024-10-29,2297,South,Electronics,2.0,40,90.4318957059214,0
2023-01-25,1220,North,Home,12.0,40,515.3232709256336,0
2023-09-20,1171,North,Beauty,19.0,20,380.0,0
2023-02-06,2205,West,Beauty,2.0,150,275.4627733624724,0
2024-03-02,2770,North,Clothing,9.0,20,168.47660125958538,0
2024-03-09,1387,East,Beauty,12.0,100,1266.2494275583497,1
2024-12-08,2148,South,Home,8.0,150,1166.0564980148088,1
2024-06-21,2422,North,Electronics,16.0,100,1646.4013021688068,1
2024-07-15,2973,West,Electronics,13.0,150,1967.604163243741,1
2023-05-30,2335,West,Clothing,9.0,100,915.3330116331194,1
2024-05-10,2323,North,Beauty,16.0,60,900.4709841065459,1
2023-12-11,2606,South,Home,7.0,100,667.077461542835,0
2023-01-31,2280,North,Sports,11.0,20,236.0562170428876,0
2024-05-08,2077,East,Beauty,13.0,60,789.9751124241371,1
2024-11-09,1090,West,Home,8.0,40,309.3246607297288,0
2024-07-07,2026,West,Sports,5.0,150,766.0103142597823,1
2024-04-18,1834,North,Home,19.0,100,1877.2576077899212,1
2023-06-21,2492,South,Clothing,9.0,20,167.77023774544742,0
2024-04-23,2201,Unknown,Beauty,8.0,100,810.8560747700639,1
2023-04-23,2701,East,Electronics,5.0,20,82.36169177449018,0
2024-04-22,2168,South,Beauty,11.0,100,1084.8600445960876,1
2024-05-11,2215,Unknown,Sports,16.0,60,949.2232928033186,1
2024-03-17,2903,Unknown,Clothing,11.0,20,242.1451155388717,0
2024-01-27,2944,South,Clothing,19.0,40,729.4334062822112,1
2024-07-06,1034,West,Sports,15.0,60,945.6660240926134,1
2023-03-15,1967,Unknown,Sports,7.0,60,428.7195698878516,0
2023-02-16,1861,North,Electronics,15.0,60,912.9477985488894,1
2024-11-21,1653,West,Home,7.0,60,440.0075964320413,0
2023-03-03,1361,South,Home,14.0,40,608.4646438005858,0
2024-10-13,2042,East,Home,14.0,20,258.0339882845197,0
2023-08-06,2273,North,Home,2.0,150,316.6930768582112,0
2024-04-15,2289,North,Clothing,6.0,150,893.9260602596553,1
2023-12-06,1304,Unknown,Clothing,13.0,60,782.7310112472775,1
2023-09-10,1126,Unknown,Electronics,10.0,40,391.38197452055175,0
2023-03-10,1958,West,Clothing,5.0,150,781.8997872470036,1
2024-06-21,1109,North,Home,6.0,150,917.5800489423884,1
2024-10-31,1569,North,Clothing,14.0,150,2029.97654566941,1
2024-06-26,2545,North,Sports,10.0,150,1495.86523981214,1
2023-11-20,2638,East,Beauty,18.0,100,1785.3955130499578,1
2024-08-19,2887,South,Clothing,13.0,20,268.3380796393224,0
2024-09-28,2826,South,Home,11.0,150,1663.2414021517045,1
2024-03-28,2839,Unknown,Home,3.0,60,147.42980989047624,0
2024-01-22,1523,Unknown,Clothing,6.0,40,274.8021215225929,0
2024-05-23,1197,South,Beauty,14.0,20,247.8605719714356,0
2024-05-04,1515,East,Clothing,18.0,150,2232.3543537781675,1
2024-12-08,1283,North,Electronics,3.0,40,94.53785640674444,0
2024-05-07,2198,North,Clothing,11.0,20,218.9085722451884,0
2023-02-17,2050,North,Beauty,11.0,40,400.1225164990422,0
2024-02-28,1878,North,Beauty,19.0,150,2232.3543537781675,1
2023-03-16,1807,West,Beauty,16.0,100,1567.0474949759475,1
2024-11-08,2856,South,Clothing,18.0,150,2232.3543537781675,1
2024-05-02,1387,South,Clothing,1.0,100,106.843985626499,0
2024-04-09,1689,Unknown,Clothing,17.0,100,1718.4616164449924,1
2024-03-13,2778,Unknown,Sports,6.0,40,285.4175214996387,0
2023-01-25,1193,East,Beauty,18.0,150,2232.3543537781675,1
2024-03-31,2989,East,Electronics,8.0,20,168.49963866258284,0
2023-02-13,2706,Unknown,Sports,10.0,100,1019.00408712049,1
2023-06-18,1695,Unknown,Clothing,7.0,100,706.9296213953901,1
2024-10-11,2679,West,Clothing,10.0,150,1462.154883586509,1
2023-12-19,1608,East,Clothing,1.0,40,40.0,0
2023-03-09,2754,North,Sports,2.0,40,75.73503100780974,0
2023-07-18,2180,East,Electronics,13.0,100,1300.0,0
2024-12-20,2623,North,Home,10.0,60,1150.8342741444262,1
2023-08-21,1663,South,Sports,9.0,150,1327.7746181025225,1
2024-04-02,2815,East,Electronics,9.0,40,335.50988697328864,0
2024-11-23,2582,North,Sports,14.0,150,2110.663011739244,1
2024-03-16,1625,North,Clothing,5.0,40,190.0284258691978,0
2024-07-15,1456,West,Home,10.0,60,610.7420852274245,0
2024-10-14,2350,West,Sports,15.0,100,1499.658484970022,1
2023-12-27,1425,North,Home,4.0,100,427.45275593141,0
2024-01-13,1623,East,Electronics,6.0,150,900.0,0
2023-12-16,2739,North,Clothing,10.0,20,209.30751406704823,0
2024-08-22,2999,South,Clothing,11.0,100,1110.278574276523,1
2023-05-08,2327,East,Home,18.0,150,2232.3543537781675,1
2024-01-17,2598,North,Home,17.0,60,1020.0,0
2024-10-02,2062,South,Home,6.0,150,923.9279692656556,1
2024-08-30,2859,North,Beauty,17.0,100,1718.2313685265335,1
2023-02-07,1023,West,Home,19.0,100,1933.3365160802027,1
2024-11-01,2364,North,Clothing,1.0,60,36.19622643290927,0
2024-10-01,1527,South,Beauty,1.0,20,54.02658558452765,0
2024-09-28,1572,South,Clothing,16.0,150,2232.3543537781675,1
2023-12-27,2605,North,Beauty,16.0,20,299.3621632252357,0
2024-08-28,1741,North,Beauty,7.0,100,679.2823148089194,0
2023-11-25,1390,South,Home,9.0,40,375.4309588378869,0
2023-11-08,1573,North,Electronics,1.0,150,152.00843872869035,0
2023-01-19,2889,West,Clothing,10.0,150,1469.6251145756971,1
2023-08-16,1614,Unknown,Beauty,16.0,60,960.0,0
2023-06-03,2877,North,Clothing,9.0,20,173.72398739795338,0
2024-12-24,1850,Unknown,Home,18.0,60,1124.3159099524194,1
2023-10-23,1575,East,Clothing,5.0,150,737.6955765407633,1
2023-09-20,1497,West,Clothing,4.0,150,610.9016685441543,0
2023-11-14,1000,East,Clothing,8.0,40,333.4475641601693,0
2024-07-26,1355,North,Clothing,1.0,150,137.3753887675523,0
2023-03-22,1199,North,Electronics,13.0,20,263.53976633661216,0
2023-05-20,1611,West,Beauty,3.0,100,309.46977740998256,0
2023-07-21,2715,South,Clothing,17.0,40,652.5163712632823,0
2024-07-15,2226,East,Sports,18.0,150,2232.3543537781675,1
2023-11-30,1072,South,Home,6.0,100,593.3935946250874,0
2023-09-30,1972,South,Sports,17.0,40,661.714521491635,0
2023-10-04,2240,North,Electronics,5.0,40,211.4349259749047,0
2023-02-10,2867,North,Beauty,4.0,20,77.3454121044156,0
2024-01-08,1149,North,Beauty,17.0,60,1053.9048761715817,1
2023-04-13,1653,North,Home,10.0,150,494.8477892782533,0
2023-11-16,2055,South,Clothing,2.0,60,90.37011570876685,0
2023-08-14,1259,North,Clothing,2.0,60,94.81967935874306,0
2023-03-11,1342,Unknown,Home,4.0,150,624.7166552593166,0
2024-02-05,2426,North,Electronics,19.0,100,1859.7949518218493,1
2024-10-29,2065,East,Beauty,4.0,40,172.2466144497943,0
2024-01-06,1195,East,Electronics,4.0,40,160.0,0
2023-04-24,1478,South,Home,2.0,150,312.8275019875799,0
2023-02-13,1169,South,Clothing,5.0,150,733.4193885169253,1
2024-02-18,1065,North,Beauty,13.0,100,1329.3481486734734,1
2024-08-18,1542,East,Electronics,14.0,100,1445.834161016259,1
2024-07-06,2892,South,Beauty,18.0,20,302.8146742326497,0
2024-07-07,1839,Unknown,Electronics,13.0,60,765.4460755127723,1
2023-01-12,2667,Unknown,Home,16.0,60,947.161582213536,1
2023-07-18,2294,North,Home,12.0,20,229.62333980705404,0
2024-10-24,2943,North,Clothing,1.0,40,24.17602232485715,0
2023-01-23,1224,North,Clothing,5.0,20,101.2486479178652,0
2024-06-25,1045,Unknown,Sports,16.0,60,960.0,0
2024-09-12,2925,East,Home,12.0,60,721.8219708898143,1
2023-03-21,1433,North,Electronics,15.0,150,2232.3543537781675,1
2023-11-05,1407,West,Clothing,9.0,150,1358.4209120438238,1
2023-09-28,2461,West,Clothing,19.0,60,1122.9809486651477,1
2024-02-15,1983,Unknown,Electronics,13.0,20,313.7950065438555,0
2024-01-25,2515,West,Clothing,11.0,100,1112.7381377870531,1
2024-04-28,1781,North,Clothing,10.0,60,609.4545127007366,0
2024-07-12,2159,North,Electronics,6.0,60,383.7077545156664,0
2024-01-09,1187,East,Electronics,19.0,60,1140.571891840773,1
2023-04-21,2360,North,Beauty,19.0,150,2232.3543537781675,1
2024-08-25,1062,South,Beauty,6.0,100,648.9706590890155,0
2024-07-27,2210,North,Sports,18.0,40,711.0673487673121,1
2023-11-04,1003,North,Clothing,3.0,100,311.7337861425315,0
2024-04-16,2618,Unknown,Clothing,4.0,40,177.6373717994946,0
2024-10-07,2428,West,Electronics,15.0,20,303.3991843862692,0
2024-10-09,1068,West,Clothing,17.0,20,304.2048111191684,0
2024-10-19,2116,North,Beauty,19.0,60,1189.9471601384816,1
2023-02-16,2438,East,Home,8.0,20,197.68170573754165,0
2023-04-17,1226,East,Clothing,18.0,100,1806.7295313116904,1
2024-06-14,2172,South,Home,10.0,60,606.8229810148455,0
2024-03-19,1232,North,Electronics,6.0,100,593.6095515103401,0
2023-02-09,1721,Unknown,Home,2.0,100,150.9484424645153,0
2024-08-18,1717,Unknown,Home,11.0,150,1611.625725423858,1
2024-03-01,2303,Unknown,Clothing,11.0,60,651.4077981001805,0
2023-01-22,1671,North,Sports,15.0,60,859.9019363648588,1
2024-04-25,1425,East,Clothing,16.0,150,2232.3543537781675,1
2024-12-07,2235,North,Electronics,10.0,150,1466.3935410512038,1
2023-01-10,2117,West,Beauty,9.0,150,1332.9218424982705,1
2024-07-08,2844,East,Sports,11.0,20,248.67454105766703,0
2024-01-03,1222,East,Electronics,19.0,150,2232.3543537781675,1
2023-09-04,2348,North,Beauty,6.0,40,312.3328672839915,0
2023-06-07,2470,North,Beauty,18.0,40,715.8371310599384,1
2023-12-03,1560,East,Clothing,14.0,100,1400.0,0
2024-05-12,2281,West,Electronics,19.0,20,374.2940589505846,0
2023-11-07,2721,East,Clothing,18.0,40,723.9247656063765,1
2024-08-05,1894,South,Electronics,18.0,20,391.0497664591354,0
2024-02-20,1385,North,Clothing,10.0,100,959.279557362303,1
2023-12-06,1802,East,Sports,1.0,150,155.03958572661648,0
2024-03-18,1215,Unknown,Beauty,10.0,20,213.8842875668887,0
2024-11-18,2063,East,Clothing,7.0,40,277.50774318230094,0
2024-05-14,2728,North,Electronics,15.0,20,287.2393043415309,0
2024-12-27,2098,East,Sports,12.0,20,259.43899193244545,0
2024-02-04,2572,East,Beauty,16.0,40,675.3522083775181,0
2024-08-28,2879,North,Home,8.0,60,497.9949715985423,0
2024-10-26,2889,West,Home,13.0,60,751.2281343754163,1
2024-08-26,1481,South,Beauty,13.0,20,286.8189333351227,0
2024-08-30,2992,South,Beauty,1.0,40,91.050700684965,0
2024-03-31,1950,North,Clothing,15.0,60,874.6265096888228,1
2023-09-09,1022,East,Clothing,14.0,100,1470.6233090187814,1
2023-01-30,2694,North,Electronics,12.0,100,1234.019495783318,1
2024-08-22,1840,South,Sports,3.0,100,332.1767534164095,0
2024-06-09,1753,South,Sports,16.0,20,321.838388492189,0
2023-09-03,2164,North,Beauty,14.0,150,2125.53055645039,1
2023-11-01,2983,East,Clothing,2.0,60,95.22752896155748,0
2024-12-03,2617,Unknown,Beauty,12.0,100,1192.3485582401188,1
2023-02-09,1407,North,Electronics,9.0,20,160.1778186643718,0
2023-07-06,1504,South,Sports,11.0,20,252.68579031542333,0
2023-05-04,1616,South,Home,19.0,60,1122.6996520870064,1
2024-10-30,1348,North,Beauty,5.0,150,732.2589282696816,1
2024-09-26,2199,Unknown,Clothing,8.0,40,345.6102388017086,0
2024-02-06,2717,East,Sports,6.0,20,57.681408842180296,0
2024-06-05,1747,North,Home,6.0,150,881.3335788201201,1
2023-11-17,2244,Unknown,Beauty,9.0,20,194.7374794561499,0
2023-04-18,1358,Unknown,Clothing,15.0,100,1505.3990444171102,1
2024-07-18,2346,North,Clothing,16.0,40,682.7360477466078,0
2023-10-23,1624,South,Beauty,6.0,150,888.3381496668361,1
2024-08-20,2506,West,Clothing,5.0,60,352.18496323973073,0
2023-01-28,1546,East,Beauty,5.0,100,520.0406050384331,0
2023-02-20,1185,North,Beauty,3.0,150,458.2053623380604,0
2023-05-29,1482,West,Beauty,5.0,60,349.7150796056063,0
2024-06-16,2844,South,Beauty,11.0,60,653.7593437301957,0
2023-07-14,1678,North,Clothing,6.0,20,127.16773697885336,0
2024-06-06,2329,Unknown,Beauty,6.0,100,599.1547659166389,0
2023-12-11,2903,Unknown,Electronics,7.0,40,311.49609759761967,0
2023-11-24,1349,East,Clothing,13.0,40,524.865411559266,0
2024-09-20,2250,East,Clothing,15.0,40,574.6817218624119,0
2024-01-02,1982,West,Clothing,7.0,20,153.92403451916695,0
2023-08-06,2152,North,Electronics,19.0,40,734.7503334358586,1
2024-04-26,2455,South,Beauty,17.0,40,664.5865401202458,0
2024-04-19,2864,East,Clothing,6.0,100,589.5177432805755,0
2024-06-02,2721,East,Clothing,6.0,150,927.7070631113004,1
2024-09-03,1352,East,Home,7.0,150,1040.504643896603,1
2023-12-18,1605,North,Clothing,11.0,100,1123.9108281424112,1
2024-12-22,1448,North,Electronics,15.0,40,604.6888331968042,0
2024-04-03,1105,East,Sports,12.0,60,722.1901403712183,1
2024-10-31,1482,North,Home,14.0,20,296.538532400328,0
2023-02-16,2486,East,Beauty,1.0,20,20.0,0
2024-11-02,1870,West,Sports,12.0,60,683.3228801322446,0
2024-02-01,1655,Unknown,Home,15.0,40,600.0,0
2024-11-09,2879,North,Clothing,12.0,100,1202.3174253297443,1
2023-02-22,1104,Unknown,Clothing,8.0,150,1220.221584454294,1
2023-05-28,2391,North,Home,7.0,40,290.9939872526336,0
2024-07-23,2044,Unknown,Electronics,8.0,100,752.7906654250289,1
2024-01-31,1619,Unknown,Clothing,9.0,60,565.3016320738999,0
2024-08-03,1394,North,Electronics,12.0,20,267.47527822514144,0
2023-09-01,1937,North,Sports,8.0,100,760.0175911864086,1
2023-04-06,1585,North,Beauty,11.0,100,1106.5067558961114,1
2024-03-01,1546,Unknown,Beauty,18.0,20,348.8520762795641,0
2024-01-14,1810,South,Clothing,16.0,40,658.2336030392416,0
2024-10-08,2998,South,Electronics,5.0,60,307.17249826827634,0
2024-05-22,1146,West,Electronics,6.0,60,360.4150843330233,0
2023-11-02,2974,Unknown,Clothing,13.0,150,1902.785650305296,1
2023-11-24,2445,South,Clothing,10.0,60,610.6606052787073,0
2023-03-30,2188,Unknown,Home,19.0,100,1918.4345164147333,1
2024-04-18,1367,North,Sports,18.0,150,2232.3543537781675,1
2024-06-26,2753,Unknown,Clothing,18.0,20,322.81178209771764,0
2024-05-27,2851,North,Beauty,12.0,20,235.57869868738385,0
2023-01-31,1987,North,Home,10.0,60,85.77352942221972,0
2023-08-09,1392,West,Clothing,5.0,60,292.4913112516693,0
2023-06-15,2430,West,Home,16.0,150,2232.3543537781675,1
2024-03-14,2713,North,Clothing,10.0,100,1015.3445455203644,1
2023-04-17,2581,North,Clothing,2.0,60,95.74427578176751,0
2023-05-25,2159,Unknown,Home,9.0,20,178.77532070090152,0
2023-09-18,2853,North,Clothing,19.0,40,782.0115308771245,1
2024-01-14,1803,East,Home,19.0,100,1942.3005087935423,1
2024-10-21,1891,North,Home,3.0,60,121.65558114746004,0
2023-12-02,2966,South,Beauty,5.0,100,482.6085020612718,0
2024-08-01,1363,North,Sports,4.0,60,207.83185594369868,0
2023-08-22,2046,Unknown,Beauty,7.0,100,685.7124260425239,1
2024-03-05,2034,West,Sports,17.0,100,1684.0085257233736,1
2024-10-25,1341,North,Beauty,17.0,60,1043.2226425682147,1
2024-08-21,2654,North,Sports,9.0,150,1398.6093419414926,1
2024-06-07,2569,North,Clothing,12.0,20,251.78172308059263,0
2023-04-19,2275,West,Clothing,10.0,60,620.8737045350698,0
2024-07-12,2842,North,Clothing,9.0,60,551.1820214686253,0
2024-06-23,2257,North,Clothing,16.0,100,1563.6814284427555,1
2023-04-25,1712,Unknown,Sports,8.0,40,323.5620798777301,0
2024-12-31,1420,North,Clothing,10.0,150,1505.621268053341,1
2023-03-13,2011,East,Clothing,12.0,100,1214.5373156422525,1
2023-11-30,2443,West,Clothing,10.0,20,199.2810901223062,0
2023-10-08,2763,North,Clothing,18.0,40,720.3237836922825,1
2023-07-30,1494,North,Electronics,2.0,150,323.696674366784,0
2023-09-01,1016,West,Clothing,1.0,20,40.24475388797673,0
2023-09-28,2460,North,Home,7.0,40,258.062744161996,0
2024-11-21,1869,North,Beauty,8.0,20,190.75393625022963,0
2024-08-03,1368,West,Clothing,5.0,40,232.0167923848869,0
2023-06-15,1798,West,Beauty,4.0,100,428.7516134806624,0
2023-04-27,1617,East,Sports,15.0,40,613.1069342908926,0
2023-12-31,2342,South,Home,17.0,150,2232.3543537781675,1
2024-05-05,2319,North,Home,7.0,40,312.59271056560294,0
2024-11-14,1317,South,Beauty,2.0,60,117.2616998803269,0
2024-11-15,2666,North,Sports,16.0,100,1588.4933439637014,1
2024-11-29,1018,West,Beauty,18.0,150,2232.3543537781675,1
2024-08-11,1904,Unknown,Sports,7.0,40,280.08349241480795,0
2024-01-17,2402,Unknown,Electronics,16.0,60,947.0162004179984,1
2024-12-18,2603,Unknown,Home,1.0,20,60.73794710733196,0
2023-09-29,2189,West,Beauty,6.0,60,337.2665262557081,0
2024-06-09,2358,South,Clothing,1.0,100,109.18446779678274,0
2024-10-02,2659,North,Clothing,4.0,100,383.8572830605232,0
2024-12-22,1931,South,Beauty,5.0,40,202.53078763439183,0
2024-04-27,2185,North,Sports,14.0,150,2098.451370195392,1
2024-05-03,1809,West,Sports,12.0,60,682.3690452581093,0
2024-11-03,2171,North,Clothing,5.0,40,200.0,0
2024-10-08,2525,Unknown,Clothing,14.0,40,539.434747821215,0
2023-06-14,1039,West,Home,17.0,150,2232.3543537781675,1
2023-10-22,2226,South,Beauty,6.0,100,592.7234383667026,0
2024-05-03,1637,South,Beauty,2.0,40,48.17305350911658,0
2024-03-19,2586,South,Clothing,14.0,100,1372.6983503683896,1
2023-05-01,1697,South,Sports,14.0,100,1425.100797436298,1
2024-08-31,1585,North,Home,14.0,100,1416.5480128627298,1
2024-01-15,1518,West,Clothing,19.0,20,372.9868150313696,0
2023-03-13,1646,North,Clothing,2.0,100,192.7058276276418,0
2024-03-11,1451,North,Sports,10.0,150,1568.5504190014003,1
2023-02-15,2795,Unknown,Clothing,14.0,40,555.0737588255726,0
2024-08-06,1486,East,Electronics,18.0,20,342.99947571400605,0
2024-06-16,2782,West,Sports,5.0,150,795.0049385290198,1
2024-01-27,2562,Unknown,Home,12.0,40,497.110312527867,0
2023-04-09,2173,North,Sports,7.0,20,129.59832493784205,0
2024-02-26,2479,West,Sports,12.0,60,696.6536557118645,1
2024-11-11,2956,West,Clothing,16.0,60,956.7177738793054,1
2024-06-20,1267,North,Sports,5.0,20,97.52645280267036,0
2023-06-24,1620,East,Beauty,11.0,20,187.5492032566988,0
2024-12-26,1391,South,Clothing,17.0,100,1652.6860314016808,1
2024-10-27,2659,West,Electronics,3.0,60,173.3442831781746,0
2023-06-20,2685,Unknown,Clothing,15.0,60,850.6896968934257,1
2023-04-30,1095,South,Sports,18.0,60,1076.16142808021,1
